Temperature (C),Wind Speed (km/h),Humidity
15.02777777777778,7.711900000000001,86.0
13.944444444444445,7.2772,89.0
12.916666666666666,11.4793,95.0
12.894444444444446,5.2808,95.0
12.4,2.3506,98.0
12.266666666666666,8.05,99.0
12.22222222222222,6.1985,96.0
11.25,2.7692,96.0
11.52777777777778,3.1556,96.0
11.538888888888891,5.9892,96.0
9.43888888888889,5.9731000000000005,96.0
11.43888888888889,6.279,96.0
11.394444444444442,6.44,96.0
11.52777777777778,6.423900000000001,96.0
11.949999999999998,4.83,93.0
11.97222222222222,9.66,100.0
12.633333333333336,7.6636,96.0
12.755555555555556,7.969500000000001,96.0
13.844444444444443,7.921200000000001,90.0
13.172222222222224,10.3845,94.0
15.066666666666666,8.1466,86.0
17.244444444444444,7.1645,75.0
16.316666666666666,13.3469,76.0
17.383333333333333,13.6206,74.0
15.272222222222224,8.2754,76.0
17.45555555555556,5.2808,72.0
16.22222222222222,11.1573,77.0
15.083333333333334,3.6869,82.0
13.994444444444444,1.1431,88.0
12.17222222222222,0.6601,92.0
11.08888888888889,4.8461,95.0
11.094444444444443,3.381,95.0
9.883333333333333,3.3649,96.0
9.355555555555558,6.423900000000001,96.0
9.86111111111111,3.2361,96.0
8.272222222222222,3.3166,99.0
8.866666666666667,2.6243,96.0
8.816666666666666,3.944500000000001,96.0
7.155555555555556,1.8515,100.0
8.850000000000001,3.4776,99.0
11.177777777777775,2.8819000000000004,93.0
12.388888888888888,3.4293,98.0
14.144444444444446,4.8783,88.0
17.1,3.059,72.0
18.93888888888889,4.2021,64.0
17.916666666666668,4.0894,68.0
19.98333333333333,1.2236,53.0
20.07222222222222,9.0643,62.0
20.07222222222222,9.4829,56.00000000000001
20.083333333333336,7.486500000000001,57.99999999999999
19.08888888888889,9.1287,63.0
17.45,7.567000000000001,62.0
15.56666666666667,0.5152,74.0
12.494444444444447,3.944500000000001,91.0
12.244444444444444,1.5295,89.0
11.416666666666664,2.9624,92.0
10.555555555555555,6.0375000000000005,95.0
10.466666666666669,3.0751,93.0
10.250000000000002,5.2969,95.0
9.355555555555558,1.5295,96.0
8.311111111111112,3.22,96.0
8.81111111111111,3.3971,96.0
8.733333333333333,6.3434,93.0
11.93333333333333,11.27,93.0
14.516666666666667,1.7066,84.0
18.73333333333333,3.22,68.0
20.02777777777778,7.245,60.0
21.03888888888889,6.488300000000001,55.00000000000001
20.738888888888887,6.5044,46.0
22.31666666666667,7.5348,48.0
22.11111111111111,6.4561,50.0
22.73333333333333,1.0143,38.0
22.77777777777778,5.184200000000001,37.0
21.216666666666665,7.2772,41.0
20.18333333333333,1.4812,45.0
18.011111111111113,0.322,68.0
17.422222222222224,0.5313000000000001,65.0
13.961111111111112,0.0,82.0
13.28888888888889,2.8819000000000004,89.0
12.322222222222225,2.4794,89.0
11.116666666666664,3.1717,95.0
10.533333333333337,11.27,95.0
12.383333333333333,4.6207,80.0
9.86111111111111,3.0751,96.0
8.872222222222222,1.5295,95.0
8.672222222222222,3.6386,94.0
7.688888888888891,0.0,100.0
10.911111111111111,1.61,99.0
14.83888888888889,2.6565,82.0
18.8,1.5295,65.0
21.094444444444445,4.8783,49.0
22.027777777777786,4.2826,49.0
22.82777777777778,3.6225,47.0
22.916666666666668,4.5563,37.0
23.916666666666668,6.295100000000001,37.0
23.911111111111115,2.5599000000000003,40.0
23.93333333333333,4.347,37.0
23.916666666666668,1.1753,32.0
22.82222222222222,3.1234,44.0
21.22777777777777,0.4025,48.0
19.07777777777778,2.6887,51.0
17.061111111111114,1.5778,63.0
14.905555555555551,3.751300000000001,72.0
13.083333333333332,3.4132,87.0
12.711111111111112,3.2522,89.0
12.127777777777776,3.1717,89.0
11.81111111111111,4.9910000000000005,84.0
12.016666666666667,6.262900000000001,80.0
12.044444444444444,6.423900000000001,80.0
10.627777777777778,9.7083,86.0
9.911111111111111,9.1448,99.0
12.555555555555555,7.744099999999999,90.0
15.005555555555553,8.758400000000002,78.0
17.33888888888889,12.1877,74.0
19.1,12.6224,67.0
21.261111111111106,9.9176,56.99999999999999
22.41111111111111,11.4471,54.0
22.938888888888894,8.5491,50.0
23.927777777777774,11.3022,47.0
23.96111111111111,8.3076,47.0
23.96111111111111,8.5813,38.0
23.111111111111107,10.706500000000002,42.0
22.82222222222222,12.4936,44.0
21.11111111111111,5.216400000000001,47.0
18.188888888888886,4.8622000000000005,57.99999999999999
16.016666666666666,4.6046000000000005,72.0
15.466666666666669,6.44,72.0
14.605555555555554,6.745900000000001,76.0
13.311111111111112,3.5420000000000007,82.0
12.733333333333334,3.0751,83.0
13.788888888888888,6.0858,77.0
10.577777777777776,6.44,88.0
10.483333333333333,3.22,92.0
10.288888888888891,3.751300000000001,91.0
9.972222222222223,1.5617,92.0
13.638888888888888,2.7048,90.0
16.73888888888889,7.245,74.0
18.83888888888889,3.4132,65.0
21.16111111111111,4.6046000000000005,59.0
22.58888888888889,4.4275,53.0
22.89444444444444,7.6636,48.0
24.00555555555555,9.66,47.0
24.00555555555555,8.0017,35.0
23.97777777777777,9.2897,44.0
25.04444444444444,3.5903,32.0
24.07777777777778,4.9588,35.0
22.38333333333334,9.4829,45.0
21.20555555555556,3.6869,52.0
18.261111111111116,6.2146,62.0
17.200000000000003,14.49,67.0
15.994444444444444,3.1073,75.0
15.961111111111109,12.2843,79.0
15.444444444444445,13.846,72.0
14.372222222222222,10.996300000000002,75.0
13.605555555555558,9.982,90.0
12.82222222222222,6.2468,82.0
12.750000000000002,3.3488,83.0
11.416666666666664,6.230700000000001,92.0
12.333333333333336,2.4633000000000003,86.0
14.905555555555551,10.2879,78.0
15.894444444444446,10.2879,74.0
17.227777777777774,12.0589,72.0
17.82777777777778,7.4704,73.0
17.916666666666668,10.0947,72.0
19.05555555555556,9.0965,67.0
20.14444444444445,7.5187,67.0
20.26111111111111,3.8962,62.0
21.20555555555556,4.6368,62.0
21.25555555555556,4.8944,67.0
20.23333333333333,7.212800000000001,66.0
19.07777777777778,7.647500000000001,71.0
17.944444444444443,10.577700000000002,77.0
15.494444444444444,20.608000000000004,82.0
14.144444444444446,8.4364,89.0
14.538888888888891,11.0768,86.0
14.138888888888893,3.6708,86.0
13.4,3.5098000000000003,90.0
13.42777777777778,3.3488,90.0
11.588888888888889,5.474,74.0
14.422222222222224,10.7709,83.0
13.916666666666664,10.6904,86.0
13.4,10.3201,90.0
13.866666666666667,7.9373,90.0
14.905555555555551,11.27,84.0
15.933333333333334,10.6743,74.0
17.127777777777776,19.8996,65.0
18.75,19.416600000000003,57.99999999999999
18.96111111111111,17.0499,60.0
19.994444444444444,16.8728,54.0
21.11111111111111,17.3397,50.0
21.094444444444445,21.960400000000003,46.0
21.17777777777778,19.8191,43.0
21.22777777777777,16.4703,41.0
20.100000000000005,13.7977,45.0
19.02777777777778,9.7888,51.0
17.849999999999998,14.0553,59.0
16.261111111111113,11.2861,66.0
14.983333333333333,13.9426,72.0
14.466666666666663,11.0285,65.0
13.944444444444445,10.8031,60.0
12.316666666666668,11.1734,65.0
11.761111111111113,10.8997,66.0
10.82777777777778,13.1859,62.0
10.13888888888889,10.948,73.0
10.627777777777778,11.109000000000002,71.0
10.605555555555558,13.524,69.0
10.072222222222225,15.5848,71.0
11.161111111111111,21.5257,71.0
12.888888888888893,22.9586,67.0
15.050000000000002,26.4845,60.0
15.16111111111111,26.726000000000003,59.0
16.272222222222222,23.3611,56.00000000000001
17.800000000000004,28.0623,46.0
17.938888888888894,27.9013,46.0
18.855555555555554,25.743900000000004,41.0
17.988888888888887,26.3557,43.0
17.96111111111111,25.051600000000004,51.0
17.36111111111111,25.566800000000004,47.0
16.25,23.3289,52.0
14.122222222222224,20.0284,47.0
12.95,14.9569,55.00000000000001
12.244444444444444,22.942500000000003,52.0
11.688888888888888,19.6581,56.99999999999999
11.155555555555557,20.7368,59.0
9.216666666666669,5.8443000000000005,90.0
8.683333333333334,5.2486,90.0
9.188888888888888,12.3165,77.0
8.594444444444443,6.295100000000001,93.0
7.505555555555554,1.8515,93.0
6.216666666666665,9.6761,95.0
5.855555555555555,0.4347,93.0
5.933333333333334,0.1449,100.0
10.405555555555551,0.7245,100.0
12.544444444444444,7.2611,78.0
13.861111111111112,3.880100000000001,77.0
15.977777777777776,4.6690000000000005,63.0
17.266666666666666,5.474,56.99999999999999
17.84444444444445,2.6726,50.0
16.427777777777777,3.9928,54.0
17.77777777777778,1.6744,46.0
17.84444444444445,4.4275,45.0
17.299999999999997,5.6672,50.0
15.18333333333333,12.7351,65.0
13.005555555555553,3.719100000000001,70.0
12.694444444444445,7.9373,74.0
12.194444444444446,9.7083,72.0
12.083333333333334,16.985500000000002,71.0
10.616666666666667,10.851400000000002,74.0
11.6,16.985500000000002,56.99999999999999
11.022222222222224,16.9211,60.0
11.88888888888889,15.939000000000002,60.0
10.416666666666666,16.6474,64.0
10.3,13.3952,67.0
9.483333333333333,13.3791,72.0
9.772222222222224,12.8317,68.0
10.933333333333334,11.1412,67.0
11.655555555555551,7.1806,66.0
13.93888888888889,21.557900000000004,55.00000000000001
15.02777777777778,17.3075,54.0
16.038888888888888,24.5203,47.0
15.227777777777776,20.3665,51.0
16.20555555555556,14.441700000000004,44.0
17.299999999999997,18.0159,43.0
17.77777777777778,15.826300000000002,43.0
17.800000000000004,17.243100000000002,38.0
17.26111111111111,16.8728,39.0
17.200000000000003,15.3111,38.0
15.02222222222222,20.9139,45.0
13.927777777777775,13.3469,47.0
12.366666666666664,9.4346,56.99999999999999
12.294444444444444,6.7781,59.0
12.788888888888891,14.4095,56.00000000000001
9.533333333333331,7.084000000000001,76.0
9.972222222222223,14.425600000000005,71.0
4.911111111111113,1.0143,91.0
7.916666666666667,11.6725,78.0
7.383333333333332,14.6188,82.0
7.972222222222222,11.8496,82.0
8.816666666666666,14.49,84.0
8.794444444444444,23.3289,84.0
7.88888888888889,26.838700000000003,89.0
7.799999999999999,22.7815,96.0
7.822222222222221,14.2163,95.0
7.944444444444443,9.7727,95.0
8.077777777777776,15.778000000000002,94.0
10.227777777777776,11.3183,81.0
11.361111111111112,4.2021,74.0
12.449999999999998,1.3041000000000005,70.0
12.916666666666666,3.6869,67.0
12.550000000000002,6.4078,62.0
12.383333333333333,9.8049,69.0
10.227777777777776,8.4042,75.0
9.227777777777778,9.5151,78.0
7.827777777777779,7.3738,87.0
6.67777777777778,5.796,91.0
6.122222222222224,6.279,91.0
5.327777777777779,5.892600000000001,95.0
4.355555555555558,10.9158,95.0
9.27222222222222,3.6386,89.0
4.261111111111112,6.0697,92.0
3.2166666666666663,6.0697,92.0
3.905555555555556,5.892600000000001,92.0
2.7111111111111126,7.969500000000001,96.0
3.816666666666665,5.2808,100.0
6.883333333333334,9.1126,93.0
8.93888888888889,15.681400000000002,88.0
11.205555555555556,20.7046,79.0
12.85,20.1572,70.0
13.961111111111112,23.972900000000003,63.0
14.97777777777778,23.9568,51.0
14.02777777777778,22.684900000000003,56.99999999999999
15.02222222222222,26.7743,51.0
15.044444444444444,20.8817,54.0
15.088888888888889,17.1948,50.0
14.949999999999998,14.1197,51.0
13.816666666666666,11.125100000000002,59.0
12.916666666666666,11.6886,64.0
13.838888888888889,14.2324,59.0
12.755555555555556,6.262900000000001,69.0
12.650000000000002,18.1286,74.0
11.688888888888888,11.3183,80.0
10.627777777777778,6.552700000000001,88.0
5.666666666666668,8.7262,91.0
10.050000000000002,6.617100000000001,92.0
9.97777777777778,2.5921000000000003,93.0
9.77777777777778,5.4579,95.0
8.661111111111113,4.7334000000000005,99.0
7.550000000000002,20.3504,95.0
7.233333333333336,13.846,93.0
6.044444444444446,23.6187,92.0
6.094444444444444,22.0892,85.0
6.116666666666665,22.1697,82.0
6.066666666666667,17.7583,86.0
6.038888888888888,17.4524,93.0
6.888888888888888,22.4595,93.0
7.061111111111112,16.1161,86.0
6.038888888888888,20.463100000000004,93.0
6.072222222222222,21.1393,93.0
5.044444444444443,20.6885,93.0
5.022222222222222,14.023100000000005,92.0
5.033333333333335,14.9408,93.0
5.0,11.125100000000002,93.0
4.977777777777778,14.1197,93.0
4.933333333333335,15.939000000000002,87.0
4.466666666666666,13.9748,92.0
4.444444444444445,14.329,92.0
4.01111111111111,12.1555,83.0
4.905555555555555,13.7977,86.0
4.883333333333333,10.8836,83.0
4.388888888888888,13.3952,89.0
4.8388888888888895,16.888900000000003,86.0
4.811111111111109,15.3433,83.0
4.944444444444444,18.1769,84.0
7.200000000000001,17.3719,65.0
7.777777777777778,16.261,67.0
8.72777777777778,12.9122,64.0
8.983333333333334,20.4953,56.99999999999999
10.0,23.2162,50.0
10.094444444444443,19.2878,55.00000000000001
11.06111111111111,14.2646,46.0
10.13888888888889,12.558,42.0
11.011111111111113,9.3541,42.0
10.116666666666667,7.6636,49.0
7.916666666666667,4.459700000000001,56.99999999999999
7.333333333333335,2.6243,63.0
5.050000000000002,3.059,75.0
3.933333333333332,6.262900000000001,76.0
4.094444444444443,6.3434,77.0
3.800000000000002,6.2146,82.0
2.688888888888891,10.2879,85.0
5.0666666666666655,5.635000000000001,81.0
2.6,6.0536,85.0
1.583333333333334,5.9248,92.0
2.155555555555557,3.2361,90.0
0.9555555555555548,1.5939,92.0
0.9555555555555548,4.5724,92.0
5.594444444444445,0.2254,82.0
9.822222222222225,14.49,66.0
11.072222222222225,1.6744,54.0
11.055555555555555,6.9391,48.0
12.244444444444444,7.1323,43.0
12.85,9.160900000000002,41.0
12.888888888888893,9.5795,38.0
12.916666666666666,9.4829,40.0
13.88888888888889,10.3845,46.0
13.02222222222222,12.2038,48.0
12.383333333333333,12.4453,49.0
10.205555555555556,9.8371,56.99999999999999
9.144444444444446,7.647500000000001,62.0
7.827777777777779,9.7405,68.0
7.733333333333334,6.745900000000001,65.0
7.144444444444444,6.2146,69.0
6.016666666666666,6.4078,74.0
5.46111111111111,6.601,76.0
8.244444444444447,13.3791,72.0
3.838888888888887,6.6332,82.0
2.244444444444444,3.4776,91.0
2.0222222222222226,6.230700000000001,93.0
2.1722222222222203,10.706500000000002,92.0
3.661111111111113,10.722600000000002,89.0
6.111111111111111,11.8979,79.0
10.005555555555553,11.4793,66.0
12.244444444444444,17.806600000000003,52.0
12.938888888888888,19.6259,50.0
13.983333333333334,20.6241,50.0
15.094444444444449,16.0839,44.0
16.25,14.7798,43.0
17.266666666666666,16.1,41.0
17.288888888888888,16.2288,38.0
17.38888888888889,14.1358,37.0
17.288888888888888,14.49,38.0
15.088888888888889,9.7083,44.0
11.71111111111111,10.3845,57.99999999999999
11.161111111111111,10.9319,61.0
10.027777777777777,11.1734,68.0
10.13888888888889,13.6206,65.0
21.016666666666666,3.22,87.0
19.444444444444443,6.0375000000000005,90.0
20.72222222222222,9.2253,81.0
18.79444444444444,5.9248,93.0
17.733333333333334,3.1234,93.0
17.605555555555554,2.9302,95.0
18.73333333333333,7.840700000000001,93.0
22.555555555555557,1.61,80.0
24.761111111111106,3.1717,70.0
27.17222222222222,1.7388,56.00000000000001
28.911111111111115,2.9463000000000004,55.00000000000001
30.95555555555556,2.7531000000000003,42.0
32.17222222222222,7.728,38.0
32.12777777777777,7.3416,32.0
31.98333333333333,7.1645,35.0
32.538888888888884,12.6224,38.0
31.977777777777774,12.0911,40.0
32.01111111111111,8.919400000000001,41.0
30.944444444444443,13.4113,39.0
28.572222222222223,7.969500000000001,50.0
27.09444444444444,6.230700000000001,59.0
24.694444444444443,4.4275,65.0
24.13888888888889,12.8478,70.0
23.122222222222224,11.8496,77.0
15.56111111111111,3.3327,92.0
15.494444444444444,3.3649,87.0
16.53888888888889,3.6225,91.0
13.800000000000002,3.2039,90.0
13.316666666666666,3.1234,90.0
12.605555555555554,3.6064000000000007,92.0
12.327777777777776,3.0912,93.0
14.966666666666663,4.508,87.0
16.261111111111113,8.6135,87.0
16.25,9.3058,92.0
18.88888888888889,10.6421,89.0
21.350000000000005,14.0392,76.0
21.20555555555556,13.9426,76.0
22.338888888888885,10.8192,72.0
23.033333333333328,10.2074,66.0
23.911111111111115,9.4024,62.0
24.97777777777777,7.6636,51.0
23.8,9.0482,57.99999999999999
23.594444444444445,7.5992,53.0
22.50555555555556,11.27,68.0
20.016666666666666,12.2682,78.0
19.91111111111111,16.1966,74.0
19.35555555555556,13.2664,76.0
17.883333333333333,12.6868,85.0
17.25,10.5294,89.0
16.62777777777778,6.3756,92.0
15.844444444444449,3.5259,84.0
17.0,2.6565,92.0
17.066666666666666,6.6332,86.0
16.505555555555556,6.9874,79.0
14.983333333333333,9.4507,83.0
16.022222222222226,12.380900000000002,81.0
16.16111111111111,15.8746,81.0
18.84444444444445,22.105300000000003,68.0
21.116666666666667,20.2055,68.0
22.50555555555556,15.150100000000002,62.0
23.79444444444444,17.243100000000002,54.0
23.88888888888889,15.5848,51.0
25.83333333333333,16.422,44.0
25.92777777777778,21.6867,43.0
25.0,20.0767,42.0
24.944444444444446,18.6599,43.0
24.92777777777778,16.985500000000002,45.0
22.800000000000004,12.397,51.0
19.33888888888889,7.3255,70.0
17.805555555555557,4.781700000000001,78.0
17.783333333333335,3.4615,75.0
16.48888888888889,6.3434,79.0
